idstd,id,wmedian,wweak,finance_status,k162a,k162b,k17,k20a1,k6,k82a,k82b,k9,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k32,a2,a3a,a3c,a6a,a6c,b4,b4a,b5,b6b,b7a,b8,d1a2_v4,d2,d3b,d3c,d8,h1,h5,h8,h9,n3,b1,b2a,b2b,b2c,d1a3,e1,e312,l4a1,l4a2,l4b
1629412,3531,1.2909241,2.5241895,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,3,30,2,,2023,2023,2,2,1629,2800000.0,0,0,,1,1,2,,-7.0,4,100,0,0,100,1,3.0,4,2,0
1629413,3543,4.5739584,9.685307,other_reason,2,2,7.0,,2,2,2,,,,,,,,,,,4,4,2,1,9,2,,2008,2024,2,2,1393,1000000.0,0,0,,2,2,2,,1500000.0,1,100,0,0,50,2,3.0,2,2,1
1629414,3545,3.2906432,6.8719873,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,2,15,2,,2014,2014,2,2,4210,22000000.0,0,0,,1,1,1,300000.0,14000000.0,4,100,0,0,100,2,3.0,6,8,1
1629415,3549,2.5868266,5.8177285,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,2.0,,,,,,,,1,1,1,3,100,2,,2007,2007,2,2,4100,4000000.0,0,0,,2,2,2,,8000000.0,3,100,0,0,70,1,3.0,8,22,0
1629416,3552,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,22,1,100.0,2010,2022,1,2,1410,1500000.0,0,0,,2,1,2,,800000.0,3,100,0,0,100,1,3.0,2,2,0
1629417,3561,7.494959,13.3507,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,200,2,,2021,2021,2,2,6120,18000000.0,0,0,,1,1,1,100000.0,9600000.0,4,100,0,0,70,1,3.0,6,6,6
1629419,3596,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,2,2,1,5,2,,2016,2016,2,2,1520,9000000.0,0,0,,2,2,2,,10000000.0,3,100,0,0,100,2,3.0,2,2,1
1629420,3598,2.3307273,4.3057036,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,1,25,2,,1981,2002,2,2,4620,70000000.0,0,0,,1,1,2,,40000000.0,4,100,0,0,80,1,3.0,3,3,0
1629421,3611,1.0,1.0089858,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,3,3,2,3,60,2,,2018,2022,2,1,2220,156000000.0,0,0,,1,1,1,200000.0,25000000.0,4,100,0,0,70,2,3.0,25,20,5
1629422,3617,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,2,2,1,12,2,,1995,2022,2,2,1040,5500000.0,0,0,,2,1,2,,6500000.0,3,100,0,0,90,1,3.0,4,2,0
1629423,3618,2.7693353,6.4454284,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,1,20,2,,1990,1990,2,1,4690,365000000.0,0,0,,1,1,2,,400000000.0,4,100,0,0,100,2,3.0,30,10,5
1629424,3639,2.5868266,5.8177285,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,3,2,3,10,2,,1995,2005,2,2,5229,17500000.0,0,0,,2,2,2,,25232542.0,4,100,0,0,100,2,3.0,6,4,0
1629425,3661,3.2906432,6.8719873,discouraged,2,2,4.0,,1,2,1,4.0,-8.0,2.0,,,,,,,,1,1,2,2,6,2,,2010,2010,2,2,4290,500000.0,0,0,,2,2,1,60000.0,1300000.0,3,100,0,0,90,1,3.0,2,2,2
1629426,3665,3.2991145,5.109369,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,2,1,1,1,6,2,,2024,2024,2,2,1061,1500000.0,0,0,,2,2,2,,-7.0,3,100,0,0,100,1,3.0,2,3,1
1629428,3674,1.0,1.5730151,rejected,2,1,,3.0,2,2,2,,,,,,,,,,,2,2,2,2,12,1,20.0,2024,2024,1,1,1079,1200000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,2,2.0,2,3,1
1629429,3715,1.1599877,1.6717311,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,3,3,1,2,30,2,,2011,2011,2,1,2220,156000000.0,0,0,,1,2,1,2000000.0,85000000.0,4,100,0,0,100,2,3.0,4,12,8
1629430,3730,3.2991145,5.109369,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,60,2,,2010,2015,2,1,1040,400000000.0,0,80,2011.0,2,2,2,,100000000.0,3,100,0,0,90,3,,10,-9,-9
1629431,3735,7.494959,13.3507,no_need,2,2,1.0,,1,2,1,-9.0,20000000.0,2.0,,,,,,,,2,2,2,1,14,1,50.0,2015,2015,2,2,4210,50000000.0,0,0,,1,1,2,,40000000.0,4,20,70,0,80,2,3.0,5,4,3
1629432,3744,2.5868266,5.8177285,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,1,3,2,3,12,2,,2019,2019,2,2,4923,-9.0,0,0,,2,1,1,120000.0,-9.0,4,100,0,0,100,2,3.0,6,4,2
1629433,3745,5.415388,10.492743,approved_full,2,1,,1.0,1,2,1,1.0,800000.0,2.0,,,,,,,,1,1,1,1,6,1,50.0,2017,2017,2,2,4100,3500000.0,0,0,,1,2,1,500000.0,-7.0,4,100,0,0,60,2,2.0,4,2,0
1629434,3758,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,22,2,,2023,2023,2,2,2420,100000000.0,100,0,2023.0,2,2,2,,20000000.0,4,100,0,0,100,3,,6,8,4
1629435,3767,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,2,,2017,2018,2,2,2023,35000000.0,0,0,,1,2,2,,30000000.0,3,100,0,0,100,2,3.0,2,7,1
1629436,3772,1.5489008,3.0840292,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,3,3,2,2,23,2,,2015,2015,2,2,2220,35000000.0,0,0,,1,1,2,,30000000.0,5,100,0,0,65,2,3.0,5,5,10
1629438,3777,1.6899508,2.801251,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,15,2,,2016,2016,2,2,4100,1800000.0,0,0,,1,2,1,300000.0,800000.0,3,100,0,0,70,2,2.0,3,7,5
1629439,3781,2.5868266,5.8177285,rejected,1,1,,3.0,1,2,2,,,,,,,,,,2.0,1,1,1,3,5,2,,2023,2023,2,2,4652,2500000.0,0,0,,1,1,1,100000.0,-7.0,3,100,0,0,100,2,3.0,2,1,0
1629440,3796,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,8,2,,2021,2021,2,2,4663,38000000.0,0,0,,2,2,2,,63500000.0,4,100,0,0,100,1,3.0,5,2,1
1629442,3821,1.0,1.0089858,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,3,500,2,,2009,2009,2,1,4630,136000000.0,0,0,,1,2,1,130000.0,100800000.0,3,100,0,0,60,2,3.0,10,30,40
1629443,3844,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,46,2,,2022,2020,2,2,1080,167500000.0,0,0,,1,1,1,200000.0,67000000.0,1,100,0,0,80,2,3.0,10,40,10
1629444,3846,4.5739584,9.685307,rejected,2,1,,3.0,2,2,1,4.0,10000.0,2.0,,,,,,,,4,4,2,1,6,2,,2024,2024,2,2,1104,300000.0,0,0,,2,2,2,,-7.0,4,100,0,0,60,1,2.0,1,1,2
1629445,3859,1.1599877,1.6717311,discouraged,2,2,6.0,,2,2,1,-9.0,-8.0,2.0,,,,,,,,3,3,2,2,45,2,,2021,2022,2,2,1040,12000000.0,0,0,,2,2,2,,3000000.0,3,100,0,0,93,2,3.0,2,1,1
1629446,3865,1.7296375,3.7008953,discouraged,2,2,4.0,,2,2,2,,,,,,,,,,,2,2,2,1,10,2,,2009,2009,2,2,1061,50000000.0,10,10,2024.0,2,2,1,200000.0,20000000.0,4,100,0,0,90,2,3.0,4,6,4
1629449,3913,3.2991145,5.109369,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,20,2,,2014,2014,2,2,2512,18000000.0,0,0,,2,2,2,,12000000.0,3,100,0,0,100,2,3.0,-9,-9,7
1629450,3918,1.8918297,4.056594,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,3,5,2,,2012,2012,2,2,4690,1000000.0,0,0,,1,1,2,,1000000.0,3,100,0,0,30,1,3.0,5,0,0
1629452,3969,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,25,2,,2012,2012,2,2,4290,20000000.0,0,0,,1,2,2,,15000000.0,4,100,0,0,100,2,3.0,30,15,20
1629453,3990,7.494959,13.3507,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,2,2,2,1,5,2,,2013,2013,2,2,4663,2000000.0,0,0,,2,2,2,,1000000.0,3,100,0,0,100,1,3.0,2,3,5
1629454,3992,1.7296375,3.7008953,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,5,2,,2008,2008,2,2,4630,10000000.0,0,0,,2,2,2,,8000000.0,3,100,0,0,100,2,3.0,3,2,1
1629455,3994,1.0163754,2.7457263,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,3,10,2,,2024,2024,2,2,2023,2100000.0,0,0,,2,2,2,,-7.0,4,100,0,0,100,2,3.0,2,8,0
1629456,4002,3.2906432,6.8719873,no_need,2,2,1.0,,1,2,1,-9.0,-8.0,-9.0,,,,,,,,1,1,1,2,6,2,,2011,2011,2,2,5229,5000000.0,0,0,,2,2,2,,2000000.0,4,100,0,0,70,1,3.0,7,3,0
1629457,4004,6.067827,9.331877,approved_full,2,1,,1.0,1,2,1,4.0,250000000.0,1.0,2.0,2.0,2.0,1.0,2.0,-9.0,,3,1,1,1,20,2,,2022,2022,2,2,4210,416000000.0,0,0,,2,2,1,1800000.0,213000000.0,5,100,0,0,100,1,3.0,15,10,5
1629458,4010,1.0,1.5730151,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,2,2,2,2,12,1,100.0,2020,2020,1,2,1430,880000.0,0,0,,2,2,2,,640000.0,3,100,0,0,100,2,3.0,2,2,4
1629459,4012,1.546778,3.5301352,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,3,2,2,25,2,,2018,2021,2,2,2821,18000000.0,0,0,,1,1,2,,13000000.0,4,100,0,0,70,2,3.0,1,1,6
1629460,4044,1.7296375,3.7008953,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,2,2,2,1,6,2,,2014,2014,2,2,4641,2500000.0,0,0,,2,2,2,,4200000.0,4,100,0,0,100,2,3.0,2,2,4
1629461,4045,6.067827,9.331877,discouraged,2,2,4.0,,2,2,1,4.0,700000.0,2.0,,,,,,,,3,3,2,1,12,2,,2010,2010,2,2,4210,5600000.0,0,0,,2,2,1,50000.0,4500000.0,4,100,0,0,60,1,3.0,2,1,2
1629462,4052,1.7817818,3.235125,outcome_unknown,1,2,,-9.0,1,1,2,3.0,10000000.0,1.0,1.0,2.0,2.0,1.0,2.0,24000000.0,-9.0,1,1,1,2,100,2,,2011,2011,2,1,1010,30000000.0,0,0,,1,2,1,700000.0,15000000.0,4,100,0,0,100,2,3.0,9,20,16
1629463,4106,4.5739584,9.685307,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,4,4,2,1,8,2,,2006,2014,2,2,7500,5500000.0,0,0,,2,2,1,1000000.0,4000000.0,3,100,0,0,100,2,3.0,4,2,2
1629464,4132,1.0,4.8455725,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,400,2,,2007,2007,2,1,4100,300000000.0,0,0,,1,2,1,7000000.0,150000000.0,4,100,0,0,50,2,3.0,200,400,200
1629465,4138,1.0,4.8455725,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,1,1,1,10,2,,2019,2019,2,2,4652,5000000.0,0,0,,2,2,1,75000.0,3500000.0,3,100,0,0,100,2,3.0,3,3,0
1629466,4144,3.2991145,5.109369,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,2,2,2,1,12,2,,2020,2020,2,2,1079,1800000.0,0,0,,2,2,2,,1200000.0,3,100,0,0,100,2,2.0,6,4,4
1629467,4147,6.067827,9.331877,discouraged,2,2,4.0,,2,2,2,,,,,,,,,,,3,3,2,1,66,2,,2010,2010,2,2,4390,13627000.0,0,0,,2,2,2,,3157000.0,3,100,0,0,60,1,3.0,4,9,0
1629468,4159,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,34,2,,2022,2020,2,2,4100,42500000.0,0,0,,1,2,1,1000000.0,26800000.0,1,100,0,0,60,2,3.0,3,28,4
1629471,4198,4.5739584,9.685307,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,17,1,100.0,2021,2023,1,2,1410,1200000.0,0,0,,1,1,1,38000.0,350000.0,3,100,0,0,80,1,3.0,4,2,2
1629473,4208,6.067827,9.331877,discouraged,2,2,6.0,,2,2,2,,,,,,,,,,,3,3,2,1,100,2,,2022,2022,2,2,4100,22500000.0,0,0,,2,2,2,,6000000.0,3,100,0,0,70,2,3.0,2,2,2
1629474,4217,2.3797135,4.008844,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,1,1,1,1,80,2,,2012,2012,2,2,1393,2100000.0,95,0,2013.0,2,2,2,,1800000.0,4,100,0,0,100,3,,5,3,0
1629475,4226,2.3797135,4.008844,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,30,1,100.0,2018,2018,1,2,1910,1000000.0,0,0,,2,2,1,500000.0,-7.0,3,100,0,0,100,1,3.0,7,10,9
1629476,4272,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,8,2,,2019,2023,2,2,4630,20100000.0,0,0,,1,2,2,,13400000.0,1,100,0,0,70,2,3.0,2,5,0
1629477,4277,3.2991145,5.109369,approved_full,1,1,,1.0,2,1,1,3.0,-8.0,2.0,,,,,,,7.0,2,2,2,1,57,1,100.0,2013,2024,1,2,1393,4000000.0,0,0,,2,2,2,,3500000.0,3,100,0,0,70,1,3.0,5,0,0
1629478,4286,5.971265,14.54295,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,7,2,,2018,2018,2,2,5229,5500000.0,0,0,,2,2,2,,10000000.0,4,0,0,0,100,1,3.0,3,4,0
1629479,4300,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,50,2,,2020,2019,2,1,2220,130000000.0,0,0,,2,2,1,300000.0,161000000.0,4,100,0,0,100,2,3.0,6,14,0
1629480,4308,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,20,2,,2018,2018,2,2,2220,17000000.0,0,0,,1,1,1,100000.0,14000000.0,4,100,0,0,100,2,3.0,16,0,0
1629481,4312,1.6899508,2.801251,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,2,25,2,,2007,2007,2,2,4100,5000000.0,0,0,,2,2,2,,2000000.0,3,100,0,0,50,2,3.0,4,6,5
1629482,4321,1.7296375,3.7008953,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,8,2,,2003,2003,2,2,4630,5600000.0,0,95,2003.0,2,2,2,,4000000.0,3,100,0,0,100,3,,2,2,1
1629483,4322,2.7693353,6.4454284,approved_full,1,1,,1.0,1,1,1,1.0,70000000.0,2.0,,,,,,,2.0,1,1,1,1,60,2,,2009,2009,2,2,4652,800000000.0,0,0,,1,1,2,,-7.0,4,100,0,0,100,2,3.0,10,10,40
1629484,4327,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,5,2,,2022,2022,2,2,4690,448000.0,0,35,2022.0,1,1,2,,322000.0,3,100,0,0,70,2,3.0,2,3,0
1629485,4345,1.546778,3.5301352,discouraged,2,2,4.0,,2,2,2,,,,,,,,,,,4,4,2,2,55,2,,2024,2024,2,2,1393,6960000.0,0,0,,1,2,2,,-7.0,4,100,0,0,100,1,3.0,52,0,0
1629487,4353,4.5739584,9.685307,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,1,1,1,6,1,50.0,2005,2021,2,2,1393,4000000.0,20,20,2024.0,2,2,2,,1600000.0,4,100,0,0,100,3,,15,5,4
1629488,4355,1.1599877,1.6717311,discouraged,2,2,6.0,,1,2,2,,,,,,,,,,,3,3,2,2,200,2,,2023,2023,2,2,2410,163200000.0,0,0,,1,2,1,2480000.0,204000000.0,1,100,0,0,80,2,3.0,8,22,20
1629489,4363,4.5739584,9.685307,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,4,2,1,10,2,,2015,2015,2,2,1030,2500000.0,0,0,,2,2,2,,4000000.0,4,100,0,0,80,2,3.0,2,4,2
1629490,4370,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,60,2,,2016,2016,2,2,1080,150000000.0,0,0,,2,2,2,,149000000.0,3,100,0,0,90,2,1.0,2,8,10
1629491,4374,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,20,2,,2012,2012,2,2,1040,4100000.0,0,0,,2,1,2,,3000000.0,3,100,0,0,66,2,3.0,5,4,6
1629492,4377,2.3797135,4.008844,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,3,2,1,30,2,,2015,2015,2,2,1104,31050000.0,0,0,,2,2,2,,18050000.0,1,100,0,0,60,2,3.0,4,22,2
1629493,4383,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,20,2,,2012,2012,2,2,2023,30000000.0,0,0,,2,2,2,,29500000.0,3,100,0,0,100,2,1.0,4,5,5
1629494,4398,1.8918297,4.056594,discouraged,2,2,3.0,,1,2,2,,,,,,,,,,,3,3,2,3,60,2,,2001,2001,2,2,2420,4000000.0,0,80,2001.0,2,2,2,,4000000.0,4,100,0,0,90,3,,45,0,0
1629495,4408,1.1599877,1.6717311,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,2,25,2,,2015,2015,2,2,2023,9000000.0,0,0,,2,2,2,,8000000.0,4,100,0,0,100,2,3.0,3,3,2
1629496,4411,6.067827,9.331877,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,3,3,2,1,10,2,,2020,2020,2,2,6190,10050000.0,0,0,,1,1,1,1122000.0,7500000.0,4,50,0,0,66,2,3.0,8,5,2
1629497,4472,4.5739584,9.685307,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,4,4,2,1,16,1,100.0,2011,2011,1,2,1430,60000.0,0,0,,2,2,2,,130000.0,3,100,0,0,100,1,3.0,14,0,0
1629498,4474,2.7693353,6.4454284,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,36,2,,2013,2013,2,2,1391,350000.0,0,0,,1,1,2,,4000000.0,4,100,0,0,100,1,3.0,1,2,0
1629499,4490,2.3797135,4.008844,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,35,1,80.0,2013,2013,1,2,1709,3500000.0,0,0,,2,2,2,,5000000.0,4,100,0,0,100,1,3.0,3,0,0
1629500,4492,2.3797135,4.008844,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,2,,2013,2013,2,2,4652,800000.0,0,0,,2,2,2,,500000.0,4,100,0,0,100,2,3.0,2,3,0
1629532,4559,5.415388,10.492743,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,5,1,100.0,2017,2017,1,2,1030,100000000.0,80,0,2017.0,2,2,2,,10000000.0,3,100,0,0,70,3,,40,10,0
1629533,4560,5.415388,10.492743,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,1,100.0,2021,2024,1,2,4630,4000000.0,0,0,,2,2,2,,2000000.0,3,100,0,0,90,1,3.0,13,2,0
1629534,4562,5.415388,10.492743,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,1,9,1,100.0,2015,2022,1,2,1410,1500000.0,0,0,,2,2,2,,1200000.0,3,100,0,0,50,1,3.0,5,3,0
1629535,4563,5.415388,10.492743,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,14,1,100.0,2021,2021,1,2,5229,2800000.0,0,0,,2,2,2,,1500000.0,3,100,0,0,70,1,3.0,7,4,3
1629536,4567,5.415388,10.492743,in_process,1,2,,-6.0,2,2,2,,,,,,,,,,,1,1,1,1,52,1,100.0,2009,2009,1,2,1512,15320000.0,30,0,2017.0,2,2,2,,10000000.0,3,100,0,0,68,1,3.0,4,6,0
1629537,4569,3.2991145,5.109369,withdrawn,1,1,,4.0,1,2,2,,,,,,,,,,,2,2,2,1,6,1,100.0,2010,2024,1,2,1410,500000.0,10,0,2024.0,2,2,2,,400000.0,3,100,0,0,70,2,1.0,4,1,0
1629538,4571,7.494959,13.3507,withdrawn,1,1,,4.0,1,2,2,,,,,,,,,,,2,2,2,1,20,1,100.0,2015,2022,1,2,1410,400000.0,0,0,,2,2,2,,500000.0,3,100,0,0,70,1,1.0,5,0,0
1629539,4572,7.494959,13.3507,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,2,2,2,1,6,1,100.0,2023,2023,1,2,1030,280000.0,0,0,,2,2,2,,-7.0,3,100,0,0,100,2,3.0,4,1,1
1629540,4573,7.494959,13.3507,in_process,1,1,,-6.0,1,2,2,,,,,,,,,,,2,2,2,1,30,1,100.0,2022,2023,1,2,1410,800000.0,0,0,,2,2,2,,300000.0,3,100,0,0,50,2,3.0,4,2,0
1629541,4574,7.494959,13.3507,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,2,2,2,1,6,1,100.0,2021,2021,1,2,1410,500000.0,0,0,,1,2,2,,300000.0,3,100,0,0,100,2,3.0,6,0,0
1629542,4577,7.494959,13.3507,discouraged,2,2,5.0,,1,2,2,,,,,,,,,,,2,2,2,1,14,1,100.0,2002,2024,1,2,1410,1500000.0,0,0,,2,2,2,,1250000.0,3,100,0,0,100,2,2.0,6,0,0
1629543,4578,4.5739584,9.685307,other_reason,2,2,7.0,,1,2,2,,,,,,,,,,,4,3,2,1,12,1,100.0,2016,2019,1,2,1030,950000.0,0,0,,1,1,1,8000.0,250000.0,3,100,0,0,65,1,3.0,2,3,3
1629544,4579,4.5739584,9.685307,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,4,4,2,1,6,1,100.0,2024,2024,1,2,2023,580000.0,0,0,,2,1,1,8000.0,-7.0,3,100,0,0,95,1,3.0,1,4,1
1629545,4580,6.067827,9.331877,discouraged,2,2,3.0,,2,2,2,,,,,,,,,,,3,3,2,1,30,1,100.0,2018,2018,1,2,1410,17280000.0,30,0,2018.0,1,2,1,70000.0,5040000.0,3,100,0,0,60,2,3.0,4,6,7
1629546,4581,4.5739584,9.685307,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,4,4,2,1,15,1,100.0,2004,2015,1,2,1410,1000000.0,20,20,2020.0,1,2,2,,800000.0,4,100,0,0,100,1,3.0,13,1,0
1629547,4583,6.067827,9.331877,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,3,3,2,1,40,1,100.0,2019,2019,1,2,1410,15500000.0,0,0,,2,2,2,,15000000.0,3,100,0,0,80,2,1.0,3,30,7
1629548,4584,4.5739584,9.685307,other_reason,2,2,7.0,,2,2,2,,,,,,,,,,,4,3,2,1,8,1,100.0,2010,2012,1,2,1410,980000.0,0,0,,1,1,1,5000.0,500000.0,3,100,0,0,90,2,3.0,6,0,4
1629549,4585,7.494959,13.3507,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,2,2,2,1,11,1,100.0,2022,2025,1,2,1079,1000000.0,0,0,,1,2,2,,500000.0,3,100,0,0,100,1,3.0,11,0,0
1629550,4588,4.5739584,9.685307,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,4,4,2,1,11,1,100.0,2023,2023,1,2,1430,860000.0,0,0,,1,1,2,,350000.0,3,100,0,0,100,2,3.0,11,0,0
1629551,4594,5.415388,10.492743,in_process,1,2,,-6.0,2,2,2,,,,,,,,,,,1,1,1,1,16,1,100.0,2024,2024,1,2,5610,1800000.0,0,0,,2,2,2,,-7.0,3,100,0,0,70,1,3.0,8,17,0
1629552,4599,5.415388,10.492743,rejected,1,2,,3.0,2,2,2,,,,,,,,,,30.0,1,1,1,1,5,1,100.0,2021,2021,1,2,1030,7000000.0,0,0,,2,2,2,,600000.0,3,100,0,0,80,1,3.0,5,2,0
1629553,4601,5.415388,10.492743,no_need,2,2,1.0,,2,2,2,,,,,,,,,,,1,1,1,1,7,1,100.0,2020,2020,1,2,1410,800000.0,0,0,,2,2,2,,350000.0,3,100,0,0,100,1,3.0,2,2,0
1629554,4602,5.415388,10.492743,outcome_unknown,1,2,,-9.0,1,1,2,3.0,400000.0,1.0,2.0,2.0,2.0,1.0,2.0,7000000.0,-9.0,1,1,1,1,15,1,100.0,2019,2019,1,2,1410,170000.0,25,0,2020.0,2,2,2,,300000.0,3,100,0,0,100,1,2.0,4,5,2
1629555,4604,5.415388,10.492743,no_need,2,2,1.0,,1,2,2,,,,,,,,,,,1,1,1,1,33,1,100.0,2015,2020,1,2,1410,2400000.0,0,0,,2,2,2,,1000000.0,3,100,0,0,80,1,3.0,9,0,0
1629556,4605,3.2991145,5.109369,rejected,1,2,,3.0,1,1,2,1.0,500000.0,1.0,1.0,2.0,2.0,2.0,2.0,2000000.0,8.0,2,2,2,1,180,1,70.0,2018,2018,1,1,1393,3000000.0,20,20,2022.0,2,2,2,,2500000.0,4,100,0,0,100,2,3.0,3,-9,-9
1629557,4608,5.415388,10.492743,discouraged,2,2,2.0,,1,2,2,,,,,,,,,,,1,1,1,1,10,1,100.0,2019,2024,1,2,1410,800000.0,0,0,,2,2,2,,450000.0,3,100,0,0,100,1,3.0,3,1,1
1629558,4611,5.415388,10.492743,discouraged,2,2,2.0,,2,2,2,,,,,,,,,,,1,1,1,1,20,1,50.0,2021,2021,2,2,1030,2000000.0,0,0,,1,1,2,,1300000.0,4,100,0,0,100,1,3.0,10,4,3
1629559,4615,5.415388,10.492743,in_process,1,2,,-6.0,2,2,2,,,,,,,,,,,1,1,1,1,6,1,100.0,2019,2021,1,2,3211,2500000.0,0,0,,2,2,2,,1100000.0,4,100,0,0,65,1,3.0,3,3,0
1629560,4616,6.067827,9.331877,in_process,1,2,,-6.0,1,2,2,,,,,,,,,,,3,3,2,1,7,1,100.0,2023,2024,1,2,1410,800000.0,0,0,,1,2,1,-9.0,570000.0,3,100,0,0,50,2,3.0,3,2,0
